name,raw_name,producer,producer_confidence,year,region,price,original_price,type,castas,alcohol_content,description,url,image_url,store_sku,not_available,garrafeira_source,scraped_at
TRIBUTO TINTO, 2022 Tributo tinto,RUI REGUINGA,100,2022,TEJO,"41,5",,TINTO,,"14,5",,https://www.garrafeiranacional.com/vinho/2022-tributo-tinto.html,https://www.garrafeiranacional.com/media/catalog/product/cache/2675a1e349f73a25c4c6d972470331af/6/4/6410298-0.jpg,6410298,False,Garrafeira Nacional,2025-10-13T11:58:47.787719
QUINTA MARIA IZABEL MI TINTO, 2021 Quinta Maria Izabel MI tinto,QUINTA MARIA IZABEL,100,2021,DOURO,"9,95",,TINTO,,"12,5",,https://www.garrafeiranacional.com/vinho/2021-quinta-maria-izabel-mi-tinto.html,https://www.garrafeiranacional.com/media/catalog/product/cache/2675a1e349f73a25c4c6d972470331af/6/0/6064479-0.jpg,6064479,False,Garrafeira Nacional,2025-10-13T11:58:47.787843
DONA SANCHA ENCRUZADO BRANCO, 2022 Dona Sancha Encruzado branco,QUINTA DONA SANCHA,100,2022,DÃO,"33,95",,BRANCO,,13,,https://www.garrafeiranacional.com/vinho/2022-dona-sancha-encruzado-branco.html,https://www.garrafeiranacional.com/media/catalog/product/cache/2675a1e349f73a25c4c6d972470331af/6/0/6042623-0.jpg,6042623,False,Garrafeira Nacional,2025-10-13T11:58:47.787963
DONA SANCHA CERCEAL BRANCO, 2022 Dona Sancha Cerceal branco,QUINTA DONA SANCHA,100,2022,DÃO,"33,95",,BRANCO,,13,,https://www.garrafeiranacional.com/vinho/2022-dona-sancha-cerceal-branco.html,https://www.garrafeiranacional.com/media/catalog/product/cache/2675a1e349f73a25c4c6d972470331af/6/0/6042622-0.jpg,6042622,False,Garrafeira Nacional,2025-10-13T11:58:47.798886
QUINTA DE SAN MICHEL MALVASIA DE COLARES BRUTO ESPUMANTE, 2022 Espumante Quinta de San Michel Malvasia de Colares Bruto,QUINTA DE SAN MICHEL,100,2022,LISBOA,"31,95",,ESPUMANTE,,12,,https://www.garrafeiranacional.com/vinho/2022-espumante-quinta-de-san-michel-malvasia-de-colares-bruto.html,https://www.garrafeiranacional.com/media/catalog/product/cache/2675a1e349f73a25c4c6d972470331af/9/1/9100751-0.jpg,9100751,False,Garrafeira Nacional,2025-10-13T11:58:47.799091
CARM BRANCO, 2024 CARM branco,CASA AGRÍCOLA ROBOREDO MADEIRA,100,2024,DOURO,"9,95",,BRANCO,,"12,5",,https://www.garrafeiranacional.com/vinho/2024-carm-branco.html,https://www.garrafeiranacional.com/media/catalog/product/cache/2675a1e349f73a25c4c6d972470331af/6/0/6064473-0.jpg,6064473,False,Garrafeira Nacional,2025-10-13T11:58:47.799236
ESPORÃO BIOLÓGICO COLHEITA BRANCO, 2023 Esporão Colheita biológico branco,ESPORÃO,100,2023,ALENTEJO,"9,95",,BRANCO,,13,,https://www.garrafeiranacional.com/vinho/2023-espor-o-colheita-biologico-branco.html,https://www.garrafeiranacional.com/media/catalog/product/cache/2675a1e349f73a25c4c6d972470331af/6/0/6013580-0.jpg,6013580,False,Garrafeira Nacional,2025-10-13T11:58:47.799368
HERDADE DE SÃO MIGUEL COLHEITA TINTO, 2023 Herdade de São Miguel Colheita Seleccionada tinto,CASA RELVAS,100,2023,ALENTEJO,"5,45",,TINTO,,14,,https://www.garrafeiranacional.com/vinho/2023-herdade-de-s-o-miguel-colheita-seleccionada-tinto.html,https://www.garrafeiranacional.com/media/catalog/product/cache/2675a1e349f73a25c4c6d972470331af/6/0/6013567-0.jpg,6013567,False,Garrafeira Nacional,2025-10-13T11:58:47.799495
HEAD ROCK SUPERIOR TINTO, 2017 Head Rock Superior tinto,HEAD ROCK WINES,100,2017,TRÁS-OS-MONTES,"12,95",,TINTO,,"13,5",,https://www.garrafeiranacional.com/vinho/2017-head-rock-superior-tinto.html,https://www.garrafeiranacional.com/media/catalog/product/cache/2675a1e349f73a25c4c6d972470331af/6/4/6430170-0.jpg,6430170,False,Garrafeira Nacional,2025-10-13T11:58:47.799632
HEAD ROCK SUPERIOR BRANCO, 2020 Head Rock Superior branco,HEAD ROCK WINES,100,2020,TRÁS-OS-MONTES,"12,95",,BRANCO,,"12,5",,https://www.garrafeiranacional.com/vinho/2020-head-rock-superior-branco.html,https://www.garrafeiranacional.com/media/catalog/product/cache/2675a1e349f73a25c4c6d972470331af/6/4/6430169-0.jpg,6430169,False,Garrafeira Nacional,2025-10-13T11:58:47.810199
ENCOSTA DA CRIVEIRA TERRAS DE SICÓ RESERVA TINTO, 2021 Encosta da Criveira Terras de Sicó Reserva tinto,ISAURA ROSA CONCEIÇÃO REIS,100,2021,BAIRRADA,16,,TINTO,,14,,https://www.garrafeiranacional.com/vinho/2021-encosta-da-criveira-terras-de-sico-reserva-tinto.html,https://www.garrafeiranacional.com/media/catalog/product/cache/2675a1e349f73a25c4c6d972470331af/6/4/6400712-0.jpg,6400712,False,Garrafeira Nacional,2025-10-13T11:58:47.810412
ENCOSTA DA CRIVEIRA TERRAS DE SICÓ ROSÉ, 2023 Encosta da Criveira Terras de Sicó rosé,ISAURA ROSA CONCEIÇÃO REIS,100,2023,BAIRRADA,"8,3",,ROSÉ,,"12,5",,https://www.garrafeiranacional.com/vinho/2023-encosta-da-criveira-terras-de-sico-rose.html,https://www.garrafeiranacional.com/media/catalog/product/cache/2675a1e349f73a25c4c6d972470331af/6/0/6073374-0.jpg,6073374,False,Garrafeira Nacional,2025-10-13T11:58:47.810575
CASA DE MOURAZ BIOLÓGICO ROSÉ, 2022 Casa de Mouraz biológico rosé,CASA DE MOURAZ,100,2022,DÃO,"14,95",,ROSÉ,,"12,5",,https://www.garrafeiranacional.com/vinho/2022-casa-de-mouraz-biologico-rose.html,https://www.garrafeiranacional.com/media/catalog/product/cache/2675a1e349f73a25c4c6d972470331af/6/0/6073373-0.jpg,6073373,False,Garrafeira Nacional,2025-10-13T11:58:47.810708
CASA DE MOURAZ BIOLÓGICO BRANCO, 2023 Casa de Mouraz biológico branco,CASA DE MOURAZ,100,2023,DÃO,"14,95",,BRANCO,,13,,https://www.garrafeiranacional.com/vinho/2023-casa-de-mouraz-biologico-branco.html,https://www.garrafeiranacional.com/media/catalog/product/cache/2675a1e349f73a25c4c6d972470331af/6/0/6042611-0.jpg,6042611,False,Garrafeira Nacional,2025-10-13T11:58:47.810834
PALHETE SLATE 'N' CHALK TINTO, 2022 Palhete Slate 'N' Chalk,VINHOS SIN FRONTEIRAS,100,2022,ALENTEJO,"13,95",,TINTO,,"11,5",,https://www.garrafeiranacional.com/vinho/2022-palhete-slate-n-chalk.html,https://www.garrafeiranacional.com/media/catalog/product/cache/2675a1e349f73a25c4c6d972470331af/6/5/6500002-0.jpg,6500002,False,Garrafeira Nacional,2025-10-13T11:58:47.810975
